"Time (s)";"Latitude (°)";"Longitude (°)";"Altitude (m)";"Altitude WGS84 (m)";"Speed (m/s)";"Direction (°)";"Distance (km)";"Horizontal Accuracy (m)";"Vertical Accuracy (m)";"Satellites"
1,112137889E3;5,548713714E1;-3,368222910E0;4,077443812E3;4,132057129E3;1,137600021E2;2,035000000E2;9,434952111E1;7,426054001E0;5,565610886E0;2,200000000E1
1,113137889E3;5,548618167E1;-3,368887760E0;4,080125389E3;4,134739746E3;1,140500031E2;2,033000031E2;9,446137364E1;8,092669487E0;5,521505356E0;2,100000000E1
1,114137889E3;5,548523785E1;-3,369501850E0;4,087361746E3;4,141977051E3;1,137099991E2;2,025000000E2;9,457281385E1;7,618924141E0;5,697274208E0;1,900000000E1
1,115137889E3;5,548431806E1;-3,370204260E0;4,090067173E3;4,144683594E3;1,136399994E2;2,028000031E2;9,468408123E1;7,173877716E0;5,885129452E0;2,100000000E1
1,116137889E3;5,548339984E1;-3,370906150E0;4,094142719E3;4,148760254E3;1,120500031E2;2,028999939E2;9,479553368E1;6,804743767E0;5,898659706E0;2,300000000E1
1,117137889E3;5,548247854E1;-3,371602830E0;4,096950209E3;4,151568848E3;1,124000015E2;2,028000031E2;9,490581525E1;7,209581852E0;6,003197670E0;2,300000000E1
1,118137889E3;5,548156074E1;-3,372266150E0;4,102108836E3;4,156728516E3;1,123300018E2;2,030000000E2;9,501866786E1;7,105903625E0;6,245079517E0;2,400000000E1
1,119137889E3;5,548062773E1;-3,372970990E0;4,102594049E3;4,157214844E3;1,123199997E2;2,035000000E2;9,512998238E1;7,441339970E0;6,493805408E0;2,300000000E1
1,120137889E3;5,547970293E1;-3,373647330E0;4,103955291E3;4,158577148E3;1,118099976E2;2,031000061E2;9,523952480E1;7,367341518E0;6,471092224E0;2,300000000E1
1,121137889E3;5,547879733E1;-3,374331640E0;4,111560655E3;4,166183594E3;1,115599976E2;2,025000000E2;9,534546844E1;6,981028557E0;6,412762642E0;2,200000000E1
1,122137889E3;5,547792510E1;-3,375008170E0;4,125136730E3;4,179760742E3;1,099000015E2;2,033999939E2;9,545322655E1;6,790807724E0;6,613119602E0;2,100000000E1
1,123137889E3;5,547703310E1;-3,375676540E0;4,137398861E3;4,192023926E3;1,105800018E2;2,031000061E2;9,556145315E1;6,253906250E0;6,300753117E0;2,400000000E1
1,124137889E3;5,547613975E1;-3,376358210E0;4,146736651E3;4,201362793E3;1,105500031E2;2,030000000E2;9,567009860E1;6,380645752E0;6,714418411E0;2,400000000E1
1,125137889E3;5,547524362E1;-3,377045260E0;4,154525117E3;4,209152344E3;1,104000015E2;2,031000061E2;9,577857292E1;5,920048714E0;6,233548641E0;2,600000000E1
1,126137889E3;5,547435079E1;-3,377738830E0;4,162021089E3;4,216649414E3;1,103300018E2;2,030000000E2;9,588701438E1;5,569198132E0;6,154511929E0;2,600000000E1
1,127137889E3;5,547345606E1;-3,378423410E0;4,168714345E3;4,223343750E3;1,102200012E2;2,033000031E2;9,599575750E1;5,527570248E0;6,199271202E0;2,500000000E1
1,128137889E3;5,547255782E1;-3,379105710E0;4,177297255E3;4,231927734E3;1,101200027E2;2,033000031E2;9,610564950E1;5,132040024E0;5,601356506E0;2,500000000E1
1,129137889E3;5,547164850E1;-3,379788650E0;4,183753702E3;4,238385254E3;1,101900024E2;2,031999969E2;9,621506526E1;4,795805454E0;5,186168671E0;2,600000000E1
1,130137889E3;5,547074411E1;-3,380472700E0;4,189864932E3;4,244497559E3;1,099899979E2;2,030000000E2;9,632375880E1;4,682856560E0;4,976291656E0;2,700000000E1
1,131137889E3;5,546984416E1;-3,381145890E0;4,195179795E3;4,249813477E3;1,100000000E2;2,028999939E2;9,643309112E1;4,669912815E0;4,833219051E0;2,700000000E1
1,132137889E3;5,546893835E1;-3,381820640E0;4,199294950E3;4,253929688E3;1,096900024E2;2,028999939E2;9,654297788E1;4,607352734E0;4,663393021E0;2,700000000E1
1,133137889E3;5,546802682E1;-3,382494070E0;4,202823194E3;4,257458984E3;1,098799973E2;2,028000031E2;9,665131685E1;4,597650051E0;4,579442024E0;2,700000000E1
1,134137889E3;5,546712691E1;-3,383152840E0;4,205838769E3;4,260475586E3;1,093499985E2;2,026000061E2;9,675914822E1;5,122676373E0;4,635001183E0;2,500000000E1
1,135137889E3;5,546623595E1;-3,383828280E0;4,206743961E3;4,261381836E3;1,088300018E2;2,031000061E2;9,686716561E1;5,639008522E0;4,853301525E0;2,500000000E1
1,136137889E3;5,546533420E1;-3,384465550E0;4,208328913E3;4,262967773E3;1,086399994E2;2,028000031E2;9,697542349E1;5,879220486E0;4,958436012E0;2,200000000E1
1,137137889E3;5,546443262E1;-3,385113730E0;4,209664822E3;4,264304688E3;1,085400009E2;2,030000000E2;9,708420919E1;6,013151169E0;5,045540810E0;2,300000000E1
1,138137889E3;5,546352817E1;-3,385771620E0;4,212501202E3;4,267142090E3;1,086800003E2;2,025000000E2;9,719470643E1;6,158421993E0;5,172133446E0;2,400000000E1
1,139137889E3;5,546261690E1;-3,386470700E0;4,219858505E3;4,274500488E3;1,098499985E2;2,026999969E2;9,730329168E1;5,565966606E0;4,908236027E0;2,400000000E1
1,140137889E3;5,546171570E1;-3,387134080E0;4,222484427E3;4,277127441E3;1,091699982E2;2,026000061E2;9,741173293E1;5,836485386E0;5,112264633E0;2,400000000E1
1,141137889E3;5,546081167E1;-3,387779290E0;4,224990755E3;4,279634766E3;1,090999985E2;2,020000000E2;9,752152863E1;5,684304714E0;5,107600212E0;2,400000000E1
1,142137889E3;5,545990261E1;-3,388459200E0;4,230144481E3;4,284789551E3;1,093099976E2;2,023000031E2;9,763189010E1;5,392047882E0;5,079102993E0;2,400000000E1
1,143137889E3;5,545899269E1;-3,389158290E0;4,236446611E3;4,291092773E3;1,096999969E2;2,028000031E2;9,774118022E1;4,958410740E0;4,770162582E0;2,400000000E1
1,144137889E3;5,545808839E1;-3,389837420E0;4,240743894E3;4,295391113E3;1,097500000E2;2,025000000E2;9,785042893E1;4,495016098E0;4,376044273E0;2,600000000E1
1,145137889E3;5,545718355E1;-3,390512610E0;4,245866869E3;4,300515137E3;1,091200027E2;2,025000000E2;9,796009661E1;4,346754551E0;4,183434010E0;2,600000000E1
1,146137889E3;5,545627434E1;-3,391186610E0;4,251266702E3;4,305916016E3;1,092200012E2;2,026000061E2;9,806983203E1;4,317035675E0;4,288053989E0;2,600000000E1
1,147137889E3;5,545536884E1;-3,391878660E0;4,255441893E3;4,310092285E3;1,097200012E2;2,026999969E2;9,817916740E1;1,028337574E1;4,691986084E0;2,600000000E1
1,148137889E3;5,545446230E1;-3,392550230E0;4,259087826E3;4,313739258E3;1,094300003E2;2,023000031E2;9,828878207E1;1,038622189E1;5,042021275E0;2,600000000E1
1,149137889E3;5,545355441E1;-3,393227540E0;4,261462753E3;4,316115234E3;1,097600021E2;2,026999969E2;9,839741819E1;1,047098732E1;5,448381901E0;2,500000000E1
1,150137889E3;5,545265280E1;-3,393891130E0;4,265970517E3;4,320624023E3;1,095299988E2;2,026000061E2;9,850655723E1;1,047198582E1;5,546229839E0;2,400000000E1
1,151137889E3;5,545174637E1;-3,394555040E0;4,270002208E3;4,324656738E3;1,089300003E2;2,023999939E2;9,861515551E1;1,040345764E1;5,365819454E0;2,300000000E1
1,152137889E3;5,545084455E1;-3,395216150E0;4,276167693E3;4,330823242E3;1,087699966E2;2,025000000E2;9,872249442E1;1,021578503E1;4,972053528E0;1,900000000E1
1,153137889E3;5,544995296E1;-3,395868610E0;4,280396180E3;4,335052734E3;1,088600006E2;2,025000000E2;9,883066932E1;1,016564083E1;4,649966717E0;2,200000000E1
1,154137889E3;5,544905540E1;-3,396530260E0;4,285327289E3;4,339984863E3;1,085899963E2;2,021000061E2;9,893988575E1;1,019397736E1;4,428307533E0;2,400000000E1
1,155137889E3;5,544814874E1;-3,397196330E0;4,290413178E3;4,345071777E3;1,086299973E2;2,021999969E2;9,904893686E1;1,011607838E1;4,256197929E0;2,200000000E1
1,156137889E3;5,544724429E1;-3,397864910E0;4,295044960E3;4,349704590E3;1,085899963E2;2,021999969E2;9,915715131E1;9,964908600E0;4,050075531E0;2,400000000E1
1,157137889E3;5,544634596E1;-3,398524890E0;4,299400879E3;4,354061523E3;1,083000031E2;2,021999969E2;9,926543398E1;9,935046196E0;3,813564301E0;2,500000000E1
1,158137889E3;5,544544566E1;-3,399179300E0;4,303424778E3;4,358086426E3;1,082600021E2;2,021999969E2;9,937353767E1;9,935046196E0;3,611715794E0;2,400000000E1
1,159137889E3;5,544454919E1;-3,399842540E0;4,308525320E3;4,363187988E3;1,082200012E2;2,021999969E2;9,948135534E1;9,935046196E0;3,340146542E0;2,400000000E1
1,160137889E3;5,544365451E1;-3,400501560E0;4,312761125E3;4,367424805E3;1,082200012E2;2,021999969E2;9,958956162E1;9,935046196E0;3,191664219E0;2,400000000E1
1,161137889E3;5,544275579E1;-3,401159490E0;4,317404648E3;4,372069336E3;1,081600037E2;2,021999969E2;9,969709901E1;9,935046196E0;3,057536125E0;2,400000000E1
1,162137889E3;5,544186089E1;-3,401805920E0;4,320874363E3;4,375540039E3;1,079300003E2;2,023000031E2;9,980541218E1;9,935046196E0;2,947688818E0;2,200000000E1
1,163137889E3;5,544096363E1;-3,402474350E0;4,324706833E3;4,379373535E3;1,080199966E2;2,020000000E2;9,991329103E1;9,935046196E0;2,981469631E0;2,300000000E1
1,164137889E3;5,544006842E1;-3,403133590E0;4,328092542E3;4,382760254E3;1,078000031E2;2,021999969E2;1,000209795E2;9,935046196E0;2,840363264E0;2,300000000E1
1,165137889E3;5,543917341E1;-3,403785800E0;4,331497307E3;4,386166016E3;1,077200012E2;2,023000031E2;1,001278282E2;9,935046196E0;2,687195539E0;2,500000000E1
1,166137889E3;5,543828694E1;-3,404439520E0;4,334241912E3;4,388911621E3;1,076900024E2;2,023999939E2;1,002352150E2;9,935046196E0;2,759855986E0;2,600000000E1
1,167137889E3;5,543739720E1;-3,405101530E0;4,338445000E3;4,393115723E3;1,076900024E2;2,025000000E2;1,003428964E2;9,935046196E0;2,793893576E0;2,600000000E1
1,168137889E3;5,543650386E1;-3,405760480E0;4,342252098E3;4,396923828E3;1,076200027E2;2,026000061E2;1,004500378E2;9,935046196E0;2,603158951E0;2,600000000E1
1,169137889E3;5,543561527E1;-3,406417250E0;4,345701778E3;4,400374512E3;1,076200027E2;2,026999969E2;1,005572644E2;9,935046196E0;2,541320324E0;2,700000000E1
1,170137889E3;5,543472665E1;-3,407077360E0;4,348772546E3;4,403446289E3;1,075299988E2;2,028000031E2;1,006644288E2;9,935046196E0;2,500000000E0;2,700000000E1
1,171137889E3;5,543383969E1;-3,407741840E0;4,352194381E3;4,406869141E3;1,075400009E2;2,028000031E2;1,007715218E2;9,935046196E0;2,500000000E0;2,700000000E1
1,172137889E3;5,543295180E1;-3,408399520E0;4,355366229E3;4,410041992E3;1,075000000E2;2,028999939E2;1,008790450E2;9,935046196E0;2,500000000E0;2,600000000E1
1,173137889E3;5,543205825E1;-3,409050980E0;4,358948247E3;4,413625000E3;1,074199982E2;2,028999939E2;1,009867205E2;9,935046196E0;2,500000000E0;2,600000000E1
1,174137889E3;5,543116470E1;-3,409708710E0;4,362819316E3;4,417497070E3;1,073799973E2;2,028999939E2;1,010938580E2;9,935046196E0;2,500000000E0;2,500000000E1
1,175137889E3;5,543027481E1;-3,410359740E0;4,366703093E3;4,421381836E3;1,073700027E2;2,028999939E2;1,012008920E2;9,935046196E0;2,500000000E0;2,500000000E1
1,176137889E3;5,542938598E1;-3,411010970E0;4,370170365E3;4,424850098E3;1,073600006E2;2,028999939E2;1,013076992E2;9,935046196E0;2,500000000E0;2,400000000E1
1,177137889E3;5,542850000E1;-3,411664890E0;4,373930113E3;4,428610840E3;1,073799973E2;2,028999939E2;1,014146065E2;9,935046196E0;2,500000000E0;2,500000000E1
1,178137889E3;5,542761339E1;-3,412320250E0;4,377708414E3;4,432390137E3;1,073099976E2;2,028000031E2;1,015212747E2;9,935046196E0;2,500000000E0;2,700000000E1
1,179137889E3;5,542672709E1;-3,412967060E0;4,381391028E3;4,436073730E3;1,071699982E2;2,028000031E2;1,016282466E2;9,935046196E0;2,500000000E0;2,600000000E1
1,180137889E3;5,542583873E1;-3,413617660E0;4,385349515E3;4,440033203E3;1,073099976E2;2,026999969E2;1,017351256E2;9,935046196E0;2,500000000E0;2,600000000E1
1,181137889E3;5,542494982E1;-3,414262050E0;4,388927643E3;4,443612305E3;1,072900009E2;2,026999969E2;1,018413318E2;9,935046196E0;2,500000000E0;2,600000000E1
1,182137889E3;5,542406789E1;-3,414908270E0;4,392028228E3;4,446713867E3;1,071900024E2;2,026999969E2;1,019479137E2;9,935046196E0;2,500000000E0;2,700000000E1
1,183137889E3;5,542318225E1;-3,415554250E0;4,395474518E3;4,450161133E3;1,071699982E2;2,026000061E2;1,020550967E2;9,935046196E0;2,500000000E0;2,600000000E1
1,184137889E3;5,542229251E1;-3,416207660E0;4,399045307E3;4,453732910E3;1,071900024E2;2,026000061E2;1,021619813E2;9,935046196E0;2,500000000E0;2,500000000E1
1,185137889E3;5,542140502E1;-3,416858270E0;4,402125867E3;4,456814453E3;1,070599976E2;2,026000061E2;1,022690657E2;9,935046196E0;2,500000000E0;2,600000000E1
1,186137889E3;5,542051461E1;-3,417504720E0;4,405252335E3;4,459941895E3;1,070999985E2;2,026000061E2;1,023759590E2;9,935046196E0;2,500000000E0;2,600000000E1
1,187137889E3;5,541962716E1;-3,418155830E0;4,408969614E3;4,463660156E3;1,070599976E2;2,026000061E2;1,024830470E2;9,935046196E0;2,500000000E0;2,600000000E1
1,188137889E3;5,541873804E1;-3,418807890E0;4,412196658E3;4,466888184E3;1,070100021E2;2,026000061E2;1,025897616E2;9,935046196E0;2,500000000E0;2,600000000E1
1,189137889E3;5,541785311E1;-3,419462250E0;4,415380729E3;4,470073242E3;1,070199966E2;2,028999939E2;1,026970388E2;9,935046196E0;2,500000000E0;2,400000000E1
1,190137889E3;5,541696215E1;-3,420114290E0;4,419068712E3;4,473762207E3;1,069700012E2;2,028000031E2;1,028043479E2;9,935046196E0;2,500000000E0;2,500000000E1
1,191137889E3;5,541607069E1;-3,420765510E0;4,422378280E3;4,477072754E3;1,069499969E2;2,026999969E2;1,029108799E2;9,935046196E0;2,500000000E0;2,500000000E1
1,192137889E3;5,541518625E1;-3,421414390E0;4,425591659E3;4,480287109E3;1,069300003E2;2,026999969E2;1,030177469E2;9,935046196E0;2,500000000E0;2,600000000E1
1,193137889E3;5,541429778E1;-3,422059990E0;4,428952019E3;4,483648438E3;1,069199982E2;2,026999969E2;1,031244512E2;9,935046196E0;2,500000000E0;2,700000000E1
1,194137889E3;5,541341307E1;-3,422714780E0;4,432111678E3;4,486809082E3;1,069400024E2;2,026999969E2;1,032309728E2;9,935046196E0;2,500000000E0;2,700000000E1
1,195137889E3;5,541252771E1;-3,423359280E0;4,435326532E3;4,490024902E3;1,068700027E2;2,026999969E2;1,033377648E2;9,935046196E0;2,500000000E0;2,700000000E1
1,196137889E3;5,541164137E1;-3,424010780E0;4,438397820E3;4,493097168E3;1,068899994E2;2,026999969E2;1,034444242E2;9,935046196E0;2,500000000E0;2,600000000E1
1,197137889E3;5,541075484E1;-3,424655980E0;4,441750369E3;4,496450684E3;1,068399963E2;2,026999969E2;1,035513586E2;9,935046196E0;2,500000000E0;2,600000000E1
1,198137889E3;5,540986701E1;-3,425307020E0;4,444631230E3;4,499332520E3;1,068099976E2;2,026999969E2;1,036581208E2;9,935046196E0;2,500000000E0;2,600000000E1
1,199137889E3;5,540897883E1;-3,425949410E0;4,447804587E3;4,502506836E3;1,068399963E2;2,026000061E2;1,037647176E2;9,935046196E0;2,500000000E0;2,600000000E1
1,200137889E3;5,540809472E1;-3,426602230E0;4,450765034E3;4,505468262E3;1,068700027E2;2,026999969E2;1,038711597E2;9,935046196E0;2,500000000E0;2,500000000E1
1,201137889E3;5,540721030E1;-3,427247350E0;4,454035555E3;4,508739746E3;1,068399963E2;2,026999969E2;1,039778391E2;9,935046196E0;2,500000000E0;2,500000000E1
1,202137889E3;5,540632392E1;-3,427893950E0;4,456713789E3;4,511418945E3;1,068300018E2;2,026999969E2;1,040846401E2;9,935046196E0;2,500000000E0;2,500000000E1
1,203137889E3;5,540543747E1;-3,428545250E0;4,459583421E3;4,514289551E3;1,068399963E2;2,026999969E2;1,041911559E2;9,935046196E0;2,500000000E0;2,600000000E1
1,204137889E3;5,540455290E1;-3,429192740E0;4,462588314E3;4,517295410E3;1,068600006E2;2,026999969E2;1,042975579E2;9,935046196E0;2,500000000E0;2,400000000E1
1,205137889E3;5,540366821E1;-3,429834990E0;4,465171830E3;4,519879883E3;1,068300018E2;2,026000061E2;1,044038637E2;9,935046196E0;2,500000000E0;2,400000000E1
1,206137889E3;5,540278479E1;-3,430478650E0;4,468258763E3;4,522967773E3;1,068300018E2;2,026999969E2;1,045102834E2;9,935046196E0;2,500000000E0;2,400000000E1
1,207137889E3;5,540190068E1;-3,431124080E0;4,471391591E3;4,526101562E3;1,068499985E2;2,026999969E2;1,046166411E2;9,935046196E0;2,500000000E0;2,400000000E1
1,208137889E3;5,540101868E1;-3,431775850E0;4,473986322E3;4,528697266E3;1,068300018E2;2,026999969E2;1,047232110E2;9,935046196E0;2,500000000E0;2,600000000E1
1,209137889E3;5,540013320E1;-3,432421640E0;4,477092296E3;4,531804199E3;1,068399963E2;2,026999969E2;1,048299465E2;9,935046196E0;2,500000000E0;2,400000000E1
1,210137889E3;5,539924662E1;-3,433069590E0;4,479833032E3;4,534545898E3;1,068000031E2;2,026999969E2;1,049364855E2;9,935046196E0;2,500000000E0;2,300000000E1
1,211137889E3;5,539836062E1;-3,433711850E0;4,482143115E3;4,536856934E3;1,067799988E2;2,026999969E2;1,050426892E2;9,935046196E0;2,500000000E0;2,400000000E1
1,212137889E3;5,539747960E1;-3,434361370E0;4,484931211E3;4,539645996E3;1,068300018E2;2,026999969E2;1,051489667E2;9,935046196E0;2,500000000E0;2,500000000E1
1,213137889E3;5,539659627E1;-3,435004140E0;4,488026450E3;4,542742188E3;1,068099976E2;2,026999969E2;1,052559587E2;9,935046196E0;2,500000000E0;2,500000000E1
1,214137889E3;5,539570599E1;-3,435646890E0;4,490793078E3;4,545509766E3;1,068499985E2;2,026000061E2;1,053626510E2;9,935046196E0;2,500000000E0;2,500000000E1
1,215137889E3;5,539481992E1;-3,436295150E0;4,493118778E3;4,547836426E3;1,068700027E2;2,026000061E2;1,054693854E2;9,935046196E0;2,500000000E0;2,500000000E1
1,216137889E3;5,539393206E1;-3,436937510E0;4,496008454E3;4,550727051E3;1,068799973E2;2,025000000E2;1,055757857E2;9,935046196E0;2,500000000E0;2,400000000E1
1,217137889E3;5,539304728E1;-3,437579130E0;4,498892271E3;4,553611816E3;1,069100037E2;2,023999939E2;1,056824957E2;9,935046196E0;2,500000000E0;2,500000000E1
1,218137889E3;5,539215964E1;-3,438221390E0;4,501175015E3;4,555895508E3;1,069000015E2;2,023999939E2;1,057891928E2;9,935046196E0;2,500000000E0;2,400000000E1
1,219137889E3;5,539127168E1;-3,438861720E0;4,503666259E3;4,558387695E3;1,068899994E2;2,023999939E2;1,058957070E2;9,935046196E0;2,500000000E0;2,400000000E1
1,220137889E3;5,539038544E1;-3,439501790E0;4,506318149E3;4,561040527E3;1,069000015E2;2,023999939E2;1,060022504E2;9,935046196E0;2,500000000E0;2,300000000E1
1,221137889E3;5,538949948E1;-3,440144260E0;4,508839175E3;4,563562500E3;1,068399963E2;2,023999939E2;1,061088804E2;9,935046196E0;2,500000000E0;2,400000000E1
1,222137889E3;5,538861266E1;-3,440786640E0;4,511915377E3;4,566639648E3;1,068000031E2;2,026000061E2;1,062153252E2;9,935046196E0;2,500000000E0;2,500000000E1
1,223137889E3;5,538772599E1;-3,441421910E0;4,515040422E3;4,569765625E3;1,066999969E2;2,025000000E2;1,063215814E2;9,935046196E0;2,500000000E0;2,300000000E1
1,224137889E3;5,538684199E1;-3,442060770E0;4,518857354E3;4,573583496E3;1,066500015E2;2,025000000E2;1,064279392E2;9,935046196E0;2,500000000E0;2,400000000E1
1,225137889E3;5,538595680E1;-3,442698750E0;4,522578586E3;4,577305664E3;1,065599976E2;2,023999939E2;1,065342586E2;9,935046196E0;2,500000000E0;2,400000000E1
1,226137889E3;5,538507287E1;-3,443340510E0;4,526452155E3;4,581180176E3;1,064499969E2;2,023999939E2;1,066402791E2;9,935046196E0;2,500000000E0;2,400000000E1
1,227137889E3;5,538419080E1;-3,443977780E0;4,530085986E3;4,584814941E3;1,063600006E2;2,023999939E2;1,067462834E2;9,935046196E0;2,500000000E0;2,500000000E1
1,228137889E3;5,538330951E1;-3,444617700E0;4,533340418E3;4,588070312E3;1,063099976E2;2,023999939E2;1,068520935E2;9,935046196E0;2,500000000E0;2,500000000E1
1,229137889E3;5,538242745E1;-3,445246160E0;4,537342430E3;4,592073242E3;1,061900024E2;2,023000031E2;1,069581342E2;9,935046196E0;2,500000000E0;2,500000000E1
1,230137889E3;5,538154458E1;-3,445880790E0;4,541077342E3;4,595809082E3;1,061500015E2;2,023999939E2;1,070641636E2;9,935046196E0;2,500000000E0;2,400000000E1
1,231137889E3;5,538066105E1;-3,446512080E0;4,545232671E3;4,599965332E3;1,060999985E2;2,023000031E2;1,071696848E2;9,935046196E0;2,500000000E0;2,500000000E1
1,232137889E3;5,537978363E1;-3,447148400E0;4,549256642E3;4,603990234E3;1,060100021E2;2,023999939E2;1,072749322E2;9,935046196E0;2,500000000E0;2,500000000E1
1,233137889E3;5,537890895E1;-3,447785030E0;4,552293308E3;4,607027832E3;1,059300003E2;2,023999939E2;1,073804647E2;9,935046196E0;2,500000000E0;2,300000000E1
1,234137889E3;5,537803214E1;-3,448424390E0;4,555829482E3;4,610564941E3;1,058600006E2;2,023999939E2;1,074862745E2;9,935046196E0;2,500000000E0;2,300000000E1
1,235137889E3;5,537715139E1;-3,449058420E0;4,559612737E3;4,614349121E3;1,057900009E2;2,023999939E2;1,075920732E2;9,935046196E0;2,500000000E0;2,300000000E1
1,236137889E3;5,537627051E1;-3,449691410E0;4,563078124E3;4,617815430E3;1,057399979E2;2,023000031E2;1,076975486E2;9,935046196E0;2,500000000E0;2,300000000E1
1,237137889E3;5,537539223E1;-3,450322060E0;4,566405820E3;4,621144043E3;1,056500015E2;2,023000031E2;1,078030866E2;9,935046196E0;2,500000000E0;2,300000000E1
1,238137889E3;5,537451382E1;-3,450954750E0;4,569376579E3;4,624115723E3;1,055299988E2;2,023000031E2;1,079081117E2;9,935046196E0;2,500000000E0;2,600000000E1
1,239137889E3;5,537363932E1;-3,451582810E0;4,572817072E3;4,627557129E3;1,055599976E2;2,021999969E2;1,080133808E2;9,935046196E0;2,500000000E0;2,600000000E1
1,240137889E3;5,537276328E1;-3,452214430E0;4,576184318E3;4,630925293E3;1,054899979E2;2,021999969E2;1,081187538E2;9,935046196E0;2,500000000E0;2,600000000E1
1,241137889E3;5,537188417E1;-3,452837100E0;4,579648749E3;4,634390625E3;1,054599991E2;2,021000061E2;1,082239653E2;9,935046196E0;2,500000000E0;2,600000000E1
1,242137889E3;5,537100677E1;-3,453460390E0;4,583366109E3;4,638108887E3;1,054000015E2;2,021000061E2;1,083290593E2;9,935046196E0;2,500000000E0;2,600000000E1
1,243137889E3;5,537013067E1;-3,454084360E0;4,586375460E3;4,641119141E3;1,053499985E2;2,021000061E2;1,084337788E2;9,935046196E0;2,500000000E0;2,500000000E1
1,244137889E3;5,536925824E1;-3,454708470E0;4,589195357E3;4,643939941E3;1,053000031E2;2,021000061E2;1,085388356E2;9,935046196E0;2,500000000E0;2,300000000E1
1,245137889E3;5,536838250E1;-3,455332410E0;4,592428831E3;4,647174316E3;1,052699966E2;2,020000000E2;1,086437650E2;9,935046196E0;2,500000000E0;2,400000000E1
1,246137889E3;5,536750705E1;-3,455952210E0;4,595944050E3;4,650690430E3;1,052300034E2;2,021000061E2;1,087488644E2;9,935046196E0;2,500000000E0;2,200000000E1
