"Time (s)";"Latitude (°)";"Longitude (°)";"Altitude (m)";"Altitude WGS84 (m)";"Speed (m/s)";"Direction (°)";"Distance (km)";"Horizontal Accuracy (m)";"Vertical Accuracy (m)";"Satellites"
3,393139642E3;5,362345955E1;-6,538409390E0;1,756305858E3;1,813129395E3;1,209400024E2;2,548000031E2;3,911749634E2;1,035948753E1;5,471695423E0;2,500000000E1
3,394139642E3;5,362316720E1;-6,540144270E0;1,757563151E3;1,814387451E3;1,202799988E2;2,550000000E2;3,912948096E2;1,036484718E1;5,600215912E0;2,500000000E1
3,395139642E3;5,362288189E1;-6,541896700E0;1,754125111E3;1,810950195E3;1,200000000E2;2,551000061E2;3,914127945E2;1,052550697E1;5,496368408E0;2,500000000E1
3,396139642E3;5,362259918E1;-6,543621050E0;1,755361891E3;1,812187744E3;1,195299988E2;2,553000031E2;3,915307311E2;1,056961346E1;5,412859440E0;2,300000000E1
3,397139642E3;5,362231406E1;-6,545343500E0;1,755511517E3;1,812338135E3;1,190999985E2;2,553000031E2;3,916470052E2;1,057064915E1;5,545876026E0;2,400000000E1
3,398139642E3;5,362202708E1;-6,547038860E0;1,754508331E3;1,811335693E3;1,185199966E2;2,551999969E2;3,917634868E2;1,055896950E1;5,245208740E0;2,400000000E1
3,399139642E3;5,362173574E1;-6,548735370E0;1,754007103E3;1,810835205E3;1,180000000E2;2,548999939E2;3,918806564E2;1,050683784E1;5,217150688E0;2,300000000E1
3,400139642E3;5,362145364E1;-6,550447130E0;1,753611567E3;1,810440430E3;1,179300003E2;2,548999939E2;3,919982772E2;1,056574726E1;5,134619236E0;2,100000000E1
3,401139642E3;5,362117105E1;-6,552165750E0;1,751401818E3;1,808231445E3;1,177900009E2;2,548000031E2;3,921152901E2;1,059426785E1;5,063040257E0;2,400000000E1
3,402139642E3;5,362089212E1;-6,553876500E0;1,750481620E3;1,807312012E3;1,175699997E2;2,548000031E2;3,922306916E2;1,054929161E1;4,939690590E0;2,600000000E1
3,403139642E3;5,362061324E1;-6,555561910E0;1,748503334E3;1,805334473E3;1,171900024E2;2,548000031E2;3,923477534E2;1,053435898E1;4,905758858E0;2,600000000E1
3,404139642E3;5,362033984E1;-6,557275940E0;1,746005979E3;1,802837891E3;1,174400024E2;2,550000000E2;3,924643845E2;1,050607777E1;4,749108791E0;2,600000000E1
3,405139642E3;5,362005700E1;-6,558978820E0;1,745599951E3;1,802432617E3;1,174499969E2;2,550000000E2;3,925797775E2;1,054916096E1;4,873081207E0;2,600000000E1
3,406139642E3;5,361978083E1;-6,560665330E0;1,745288653E3;1,802122070E3;1,171999969E2;2,550000000E2;3,926989417E2;1,049352360E1;4,660617828E0;2,600000000E1
3,407139642E3;5,361950632E1;-6,562411820E0;1,743837666E3;1,800671875E3;1,178600006E2;2,550000000E2;3,928135556E2;1,051108742E1;4,531618595E0;2,600000000E1
3,408139642E3;5,361921332E1;-6,564077900E0;1,741818394E3;1,798653320E3;1,174599991E2;2,550000000E2;3,929301341E2;1,054125977E1;4,713389874E0;2,400000000E1
3,409139642E3;5,361893862E1;-6,565783690E0;1,739815187E3;1,796650879E3;1,173199997E2;2,551000061E2;3,930482463E2;1,056927299E1;4,601115227E0;2,400000000E1
3,410139642E3;5,361867085E1;-6,567516640E0;1,739057560E3;1,795894043E3;1,179599991E2;2,551999969E2;3,931638398E2;1,070979118E1;4,471984863E0;2,300000000E1
3,411139642E3;5,361839052E1;-6,569204300E0;1,736700124E3;1,793537354E3;1,179199982E2;2,551000061E2;3,932811102E2;1,055665874E1;4,351659775E0;2,300000000E1
3,412139642E3;5,361811837E1;-6,570922080E0;1,734445198E3;1,791283203E3;1,180400009E2;2,551999969E2;3,933983044E2;1,044211292E1;4,187973499E0;2,400000000E1
3,413139642E3;5,361784493E1;-6,572638070E0;1,733207608E3;1,790046387E3;1,181999969E2;2,548999939E2;3,935173134E2;1,033599567E1;4,125560284E0;2,300000000E1
3,414139642E3;5,361756827E1;-6,574381080E0;1,731056919E3;1,787896484E3;1,183899994E2;2,546999969E2;3,936356866E2;1,031019688E1;4,106964588E0;2,500000000E1
3,415139642E3;5,361729694E1;-6,576116490E0;1,728651834E3;1,785492188E3;1,184700012E2;2,548999939E2;3,937556757E2;1,024076366E1;4,068696976E0;2,500000000E1
3,416139642E3;5,361701853E1;-6,577874070E0;1,725161294E3;1,782002441E3;1,187699966E2;2,550000000E2;3,938738285E2;1,032347107E1;4,264772892E0;2,200000000E1
3,417139642E3;5,361674050E1;-6,579602980E0;1,723951535E3;1,780793457E3;1,185899963E2;2,551000061E2;3,939915026E2;1,038526058E1;4,213051319E0;2,100000000E1
3,418139642E3;5,361646680E1;-6,581326330E0;1,723057691E3;1,779900391E3;1,185400009E2;2,550000000E2;3,941093507E2;1,040555668E1;4,174451351E0;2,200000000E1
3,419139642E3;5,361619041E1;-6,583051180E0;1,722519319E3;1,779362793E3;1,186699982E2;2,553999939E2;3,942285342E2;1,037670803E1;4,169412136E0;2,200000000E1
3,420139642E3;5,361590789E1;-6,584794190E0;1,719591050E3;1,776435303E3;1,189499969E2;2,551999969E2;3,943473295E2;1,035758400E1;4,147188663E0;2,000000000E1
3,421139642E3;5,361563126E1;-6,586533780E0;1,717132014E3;1,773977051E3;1,191500015E2;2,553000031E2;3,944661049E2;1,047342205E1;4,419116497E0;1,900000000E1
3,422139642E3;5,361535200E1;-6,588271850E0;1,715024057E3;1,771869873E3;1,192600021E2;2,553000031E2;3,945821381E2;1,051069164E1;4,477949619E0;2,000000000E1
3,423139642E3;5,361506045E1;-6,589960910E0;1,713231089E3;1,770077637E3;1,186800003E2;2,551000061E2;3,947002592E2;1,044737911E1;4,389941692E0;2,000000000E1
3,424139642E3;5,361478654E1;-6,591691110E0;1,711790367E3;1,768637695E3;1,187799988E2;2,551000061E2;3,948195314E2;1,040963078E1;4,400458813E0;2,000000000E1
3,425139642E3;5,361450947E1;-6,593437940E0;1,710016142E3;1,766864258E3;1,188000031E2;2,551999969E2;3,949380067E2;1,038415146E1;4,395222664E0;2,100000000E1
3,426139642E3;5,361423021E1;-6,595171250E0;1,707728745E3;1,764577637E3;1,185800018E2;2,550000000E2;3,950551521E2;1,028579140E1;4,088014603E0;2,200000000E1
3,427139642E3;5,361395502E1;-6,596885520E0;1,706893992E3;1,763743652E3;1,182099991E2;2,550000000E2;3,951699570E2;1,030267715E1;4,072275162E0;2,200000000E1
3,428139642E3;5,361366086E1;-6,598553820E0;1,704734586E3;1,761584961E3;1,175800018E2;2,548000031E2;3,952861569E2;1,036901379E1;4,168265343E0;1,900000000E1
3,429139642E3;5,361338148E1;-6,600251270E0;1,701810982E3;1,758662109E3;1,174100037E2;2,548000031E2;3,954011533E2;1,038492012E1;4,244642258E0;1,900000000E1
3,430139642E3;5,361309708E1;-6,601927370E0;1,699591989E3;1,756443848E3;1,168700027E2;2,546999969E2;3,955187142E2;1,041315174E1;4,262438774E0;2,000000000E1
3,431139642E3;5,361281933E1;-6,603646950E0;1,698300693E3;1,755153320E3;1,173000031E2;2,546999969E2;3,956348503E2;1,041858292E1;4,179147243E0;2,100000000E1
3,432139642E3;5,361253224E1;-6,605339700E0;1,696624173E3;1,753477539E3;1,171900024E2;2,546000061E2;3,957515040E2;1,038635731E1;4,136390686E0;2,000000000E1
3,433139642E3;5,361224555E1;-6,607040790E0;1,695027237E3;1,751881348E3;1,171600037E2;2,546000061E2;3,958660259E2;1,049887943E1;4,261018276E0;2,300000000E1
3,434139642E3;5,361195438E1;-6,608706040E0;1,693490388E3;1,750345215E3;1,169000015E2;2,545000000E2;3,959832669E2;1,045720482E1;4,456303120E0;2,500000000E1
3,435139642E3;5,361168647E1;-6,610424990E0;1,691022811E3;1,747878418E3;1,172900009E2;2,548999939E2;3,961007234E2;1,039182091E1;4,483579159E0;2,600000000E1
3,436139642E3;5,361140335E1;-6,612140380E0;1,688200764E3;1,745057129E3;1,175299988E2;2,551999969E2;3,962155674E2;1,052389336E1;4,808200836E0;2,400000000E1
3,437139642E3;5,361110331E1;-6,613806220E0;1,685053575E3;1,741910645E3;1,169100037E2;2,548000031E2;3,963339432E2;1,061096001E1;5,042391300E0;2,400000000E1
3,438139642E3;5,361083573E1;-6,615543060E0;1,681075732E3;1,737933594E3;1,173799973E2;2,548000031E2;3,964510438E2;1,066026974E1;5,112078190E0;2,400000000E1
3,439139642E3;5,361055812E1;-6,617255380E0;1,678569110E3;1,735427734E3;1,177099991E2;2,548000031E2;3,965688086E2;1,069102573E1;5,144304752E0;2,400000000E1
3,440139642E3;5,361029105E1;-6,618982850E0;1,675614711E3;1,732474121E3;1,179400024E2;2,551000061E2;3,966863969E2;1,055857086E1;4,828576088E0;2,400000000E1
3,441139642E3;5,361001510E1;-6,620703570E0;1,672325367E3;1,729185547E3;1,180100021E2;2,551999969E2;3,968027732E2;1,058653831E1;4,779094219E0;2,400000000E1
3,442139642E3;5,360972796E1;-6,622399970E0;1,669854900E3;1,726715820E3;1,176200027E2;2,551000061E2;3,969182379E2;1,035583973E1;4,693784714E0;2,500000000E1
3,443139642E3;5,360944110E1;-6,624082120E0;1,665428875E3;1,722290527E3;1,172500000E2;2,548999939E2;3,970349763E2;1,031083870E1;4,847041130E0;2,500000000E1
3,444139642E3;5,360914985E1;-6,625782220E0;1,662639320E3;1,719501709E3;1,176299973E2;2,543999939E2;3,971496504E2;1,023281288E1;4,708929539E0;2,700000000E1
3,445139642E3;5,360886255E1;-6,627451660E0;1,657083177E3;1,713946289E3;1,175899963E2;2,536000061E2;3,972659752E2;1,009630585E1;4,543303490E0;2,700000000E1
3,446139642E3;5,360854367E1;-6,629131010E0;1,653012664E3;1,709876465E3;1,175000000E2;2,525000000E2;3,973825642E2;1,011174488E1;4,672007084E0;2,700000000E1
3,447139642E3;5,360820977E1;-6,630806260E0;1,647614535E3;1,704479004E3;1,173300018E2;2,513000031E2;3,974985899E2;1,003446198E1;4,553639412E0;2,600000000E1
3,448139642E3;5,360787486E1;-6,632471910E0;1,642227156E3;1,699092285E3;1,169499969E2;2,498000031E2;3,976144761E2;1,024930763E1;4,534233093E0;2,600000000E1
3,449139642E3;5,360751022E1;-6,634117460E0;1,639180892E3;1,696046631E3;1,165899963E2;2,480000000E2;3,977326386E2;1,079433727E1;4,655528545E0;2,600000000E1
3,450139642E3;5,360708515E1;-6,635758990E0;1,637189638E3;1,694055908E3;1,169599991E2;2,458999939E2;3,978492460E2;1,123160172E1;4,616977692E0;2,600000000E1
3,451139642E3;5,360665574E1;-6,637371490E0;1,636382246E3;1,693249023E3;1,169800034E2;2,433999939E2;3,979649753E2;1,128390312E1;4,736029625E0;2,600000000E1
3,452139642E3;5,360619368E1;-6,638943290E0;1,635061982E3;1,691929199E3;1,165299988E2;2,416000061E2;3,980803330E2;1,165336418E1;4,854849815E0;2,400000000E1
3,453139642E3;5,360566554E1;-6,640448250E0;1,630745262E3;1,687612793E3;1,160100021E2;2,396000061E2;3,981990067E2;1,227946949E1;5,171067715E0;2,400000000E1
3,454139642E3;5,360508722E1;-6,641960010E0;1,626731824E3;1,683599609E3;1,166200027E2;2,373999939E2;3,983188536E2;1,279900551E1;5,360678196E0;2,500000000E1
3,455139642E3;5,360444949E1;-6,643424400E0;1,621735580E3;1,678603516E3;1,171800003E2;2,353999939E2;3,984365807E2;1,311846733E1;5,366343975E0;2,400000000E1
3,456139642E3;5,360384896E1;-6,644893930E0;1,619901885E3;1,676770020E3;1,172399979E2;2,336999969E2;3,985591731E2;1,373379421E1;5,552875519E0;2,300000000E1
3,457139642E3;5,360315002E1;-6,646330880E0;1,616955052E3;1,673823242E3;1,184100037E2;2,316999969E2;3,986769606E2;1,481847000E1;6,025487900E0;2,400000000E1
3,458139642E3;5,360242593E1;-6,647633880E0;1,614781287E3;1,671649414E3;1,180199966E2;2,296999969E2;3,988004745E2;1,569912052E1;6,349806309E0;2,300000000E1
3,459139642E3;5,360157289E1;-6,648832860E0;1,610074304E3;1,666942139E3;1,187500000E2;2,268999939E2;3,989131782E2;1,597658157E1;6,663467407E0;2,300000000E1
3,460139642E3;5,360083324E1;-6,650000700E0;1,606728039E3;1,663595703E3;1,171900024E2;2,246999969E2;3,990286210E2;1,575646782E1;6,916284561E0;2,200000000E1
3,461139642E3;5,360005146E1;-6,651151920E0;1,605955813E3;1,662823242E3;1,166399994E2;2,226000061E2;3,991350533E2;1,794125175E1;7,416008949E0;1,900000000E1
3,462139642E3;5,359928266E1;-6,652112780E0;1,605200783E3;1,662067871E3;1,141900024E2;2,201999969E2;3,992505992E2;1,874975014E1;7,900650501E0;1,600000000E1
3,463139642E3;5,359845047E1;-6,653161420E0;1,603708471E3;1,660575195E3;1,144000015E2;2,183999939E2;3,993674013E2;2,060674095E1;8,529891014E0;1,600000000E1
3,464139642E3;5,359759142E1;-6,654180070E0;1,602969631E3;1,659835938E3;1,148499985E2;2,171000061E2;3,994805855E2;2,473311996E1;9,342629433E0;1,500000000E1
3,465139642E3;5,359675505E1;-6,655157670E0;1,602216629E3;1,659082520E3;1,145199966E2;2,160000000E2;3,995975476E2;2,616895676E1;9,859415054E0;1,500000000E1
3,466139642E3;5,359586645E1;-6,656106100E0;1,602046475E3;1,658911865E3;1,150299988E2;2,150000000E2;3,997074143E2;3,034614754E1;1,054030418E1;1,500000000E1
3,467139642E3;5,359501014E1;-6,656936690E0;1,601231825E3;1,658096680E3;1,145100021E2;2,141999969E2;3,998207353E2;2,979715729E1;1,135737705E1;1,600000000E1
3,468139642E3;5,359410034E1;-6,657710430E0;1,599426313E3;1,656290527E3;1,144300003E2;2,131999969E2;3,999132545E2;3,252832794E1;1,189317894E1;1,800000000E1
3,469139642E3;5,359328166E1;-6,657960690E0;1,597523124E3;1,654386475E3;1,076500015E2;2,103999939E2;4,000170759E2;2,407823944E1;1,213180065E1;1,800000000E1
3,470139642E3;5,359243855E1;-6,658636620E0;1,595652650E3;1,652515381E3;1,071600037E2;2,103000031E2;4,001179033E2;2,019910240E1;1,152680016E1;1,700000000E1
3,471139642E3;5,359162811E1;-6,659321850E0;1,591766749E3;1,648628906E3;1,064199982E2;2,103000031E2;4,002238522E2;1,748812675E1;1,087351036E1;1,800000000E1
3,472139642E3;5,359078911E1;-6,660082720E0;1,589833227E3;1,646694824E3;1,060199966E2;2,103999939E2;4,003185036E2;1,602342796E1;1,036420441E1;1,600000000E1
3,473139642E3;5,359002592E1;-6,660717860E0;1,584624789E3;1,641485840E3;1,047799988E2;2,101000061E2;4,004249147E2;1,481810379E1;9,254394531E0;1,400000000E1
3,474139642E3;5,358919516E1;-6,661518150E0;1,582387032E3;1,639247559E3;1,048499985E2;2,101000061E2;4,005293728E2;1,466096210E1;9,066676140E0;1,700000000E1
3,475139642E3;5,358838809E1;-6,662328110E0;1,580700997E3;1,637561035E3;1,046100006E2;2,100000000E2;4,006329723E2;1,416269207E1;8,467982292E0;1,800000000E1
3,476139642E3;5,358757614E1;-6,663097900E0;1,577805522E3;1,634665039E3;1,044599991E2;2,095000000E2;4,007409556E2;1,366618347E1;7,743528366E0;1,900000000E1
3,477139642E3;5,358673147E1;-6,663905130E0;1,575509673E3;1,632368652E3;1,051800003E2;2,088999939E2;4,008441291E2;1,341574669E1;7,250523567E0;1,900000000E1
3,478139642E3;5,358591885E1;-6,664659600E0;1,568194043E3;1,625052490E3;1,045699997E2;2,088000031E2;4,009488505E2;1,271160698E1;6,927045345E0;2,000000000E1
3,479139642E3;5,358509789E1;-6,665437030E0;1,563409659E3;1,620267578E3;1,043700027E2;2,088000031E2;4,010516985E2;1,244226360E1;6,713812351E0;2,000000000E1
3,480139642E3;5,358428487E1;-6,666179960E0;1,559478558E3;1,616335938E3;1,039499969E2;2,088999939E2;4,011561563E2;1,230815220E1;6,444959641E0;1,800000000E1
3,481139642E3;5,358346367E1;-6,666948450E0;1,556793545E3;1,613650391E3;1,049199982E2;2,091999969E2;4,012635004E2;1,234720516E1;6,297458649E0;1,900000000E1
3,482139642E3;5,358261668E1;-6,667728690E0;1,552885901E3;1,609742188E3;1,058700027E2;2,093999939E2;4,013661011E2;1,249829102E1;6,252114773E0;1,900000000E1
3,483139642E3;5,358181798E1;-6,668506960E0;1,550644458E3;1,607500244E3;1,052300034E2;2,096999969E2;4,014710540E2;1,289775276E1;6,221530914E0;2,000000000E1
3,484139642E3;5,358098808E1;-6,669264290E0;1,548543448E3;1,605398682E3;1,052600021E2;2,098000031E2;4,015786803E2;1,349245930E1;6,255259514E0;2,000000000E1
3,485139642E3;5,358014937E1;-6,670078060E0;1,546088409E3;1,602943115E3;1,059300003E2;2,100000000E2;4,016805200E2;1,380158138E1;6,148638248E0;2,000000000E1
3,486139642E3;5,357937219E1;-6,670894240E0;1,543111074E3;1,599965332E3;1,048700027E2;2,106000061E2;4,017809454E2;1,293066502E1;5,826421738E0;1,900000000E1
3,487139642E3;5,357860363E1;-6,671693170E0;1,540930371E3;1,597784180E3;1,040999985E2;2,108000031E2;4,018828395E2;1,260223007E1;5,705967903E0;1,600000000E1
3,488139642E3;5,357781277E1;-6,672472780E0;1,538416457E3;1,595269775E3;1,037200012E2;2,108000031E2;4,019871873E2;1,272012234E1;5,846093178E0;1,600000000E1
3,489139642E3;5,357700116E1;-6,673266220E0;1,535953341E3;1,592806152E3;1,039100037E2;2,106999969E2;4,020902594E2;1,228044319E1;5,825830460E0;1,600000000E1
3,490139642E3;5,357621135E1;-6,674083440E0;1,534396432E3;1,591248779E3;1,039499969E2;2,108000031E2;4,021940575E2;1,222398376E1;5,812398911E0;1,900000000E1
3,491139642E3;5,357540732E1;-6,674882180E0;1,531395706E3;1,588247559E3;1,039400024E2;2,106999969E2;4,023000442E2;1,214033222E1;5,659063816E0;1,900000000E1
3,492139642E3;5,357457318E1;-6,675658960E0;1,525766369E3;1,582617676E3;1,047300034E2;2,103999939E2;4,024033881E2;1,187300587E1;5,541278362E0;1,900000000E1
3,493139642E3;5,357376279E1;-6,676425270E0;1,522282518E3;1,579133301E3;1,043099976E2;2,103000031E2;4,025065001E2;1,172325802E1;5,516318321E0;2,000000000E1
3,494139642E3;5,357293225E1;-6,677119860E0;1,515046785E3;1,571896973E3;1,042900009E2;2,098000031E2;4,026112435E2;1,155514050E1;5,457527161E0;2,000000000E1
3,495139642E3;5,357211731E1;-6,677915480E0;1,512690118E3;1,569539795E3;1,044000015E2;2,096000061E2;4,027138229E2;1,116575336E1;5,034476757E0;2,000000000E1
3,496139642E3;5,357130448E1;-6,678650210E0;1,509607657E3;1,566456787E3;1,036399994E2;2,095000000E2;4,028186514E2;1,095760059E1;4,868987083E0;2,000000000E1
3,497139642E3;5,357047263E1;-6,679397260E0;1,504618719E3;1,561467285E3;1,042099991E2;2,093999939E2;4,029231150E2;1,069592094E1;4,560971737E0;2,000000000E1
3,498139642E3;5,356965309E1;-6,680170690E0;1,502301379E3;1,559149414E3;1,041800003E2;2,095000000E2;4,030296134E2;1,085549164E1;4,647592068E0;2,000000000E1
3,499139642E3;5,356882422E1;-6,680978780E0;1,498570943E3;1,555418457E3;1,045000000E2;2,096999969E2;4,031329018E2;1,114856529E1;4,799024105E0;2,000000000E1
3,500139642E3;5,356801083E1;-6,681734180E0;1,494265814E3;1,551112793E3;1,041100006E2;2,096000061E2;4,032357017E2;1,084097672E1;4,650544167E0;2,100000000E1
3,501139642E3;5,356720752E1;-6,682504720E0;1,492682831E3;1,549529297E3;1,038300018E2;2,098000031E2;4,033397163E2;1,077462196E1;4,498516083E0;2,000000000E1
3,502139642E3;5,356639176E1;-6,683275540E0;1,489691294E3;1,546537231E3;1,037200012E2;2,098000031E2;4,034429688E2;1,077234840E1;4,478371620E0;2,100000000E1
3,503139642E3;5,356558746E1;-6,684056920E0;1,486713042E3;1,543558472E3;1,044700012E2;2,098000031E2;4,035474403E2;1,064444065E1;4,416246891E0;2,200000000E1
3,504139642E3;5,356476963E1;-6,684835620E0;1,483087469E3;1,539932373E3;1,044499969E2;2,098000031E2;4,036528641E2;1,045506191E1;4,148039341E0;2,200000000E1
3,505139642E3;5,356394196E1;-6,685614260E0;1,478958003E3;1,535802368E3;1,045699997E2;2,098000031E2;4,037576093E2;1,029862404E1;3,901250839E0;2,100000000E1
3,506139642E3;5,356312642E1;-6,686408020E0;1,477562277E3;1,534406128E3;1,045100021E2;2,098000031E2;4,038628611E2;1,040282249E1;3,861202478E0;2,000000000E1
3,507139642E3;5,356230429E1;-6,687197850E0;1,474280942E3;1,531124268E3;1,046100006E2;2,098999939E2;4,039655400E2;1,042074013E1;4,072076321E0;2,100000000E1
3,508139642E3;5,356150368E1;-6,687972540E0;1,472347978E3;1,529190796E3;1,044100037E2;2,096999969E2;4,040714010E2;1,062754822E1;4,219069958E0;2,100000000E1
3,509139642E3;5,356066916E1;-6,688743960E0;1,469288961E3;1,526131226E3;1,048000031E2;2,098999939E2;4,041772926E2;1,045360947E1;4,096662998E0;2,100000000E1
3,510139642E3;5,355983986E1;-6,689532100E0;1,466024482E3;1,522866211E3;1,052200012E2;2,100000000E2;4,042825968E2;1,043558311E1;4,115427494E0;2,100000000E1
3,511139642E3;5,355901359E1;-6,690311150E0;1,464277583E3;1,521118774E3;1,050000000E2;2,098999939E2;4,043878602E2;1,066540718E1;4,161586285E0;2,200000000E1
3,512139642E3;5,355818091E1;-6,691069300E0;1,461811589E3;1,518652222E3;1,049400024E2;2,091999969E2;4,044932909E2;1,055908203E1;4,101865292E0;2,300000000E1
3,513139642E3;5,355734831E1;-6,691832990E0;1,461125988E3;1,517966064E3;1,051600037E2;2,085000000E2;4,045976216E2;1,063208199E1;3,986051083E0;2,400000000E1
3,514139642E3;5,355651727E1;-6,692566250E0;1,459951513E3;1,516791016E3;1,051399994E2;2,073999939E2;4,046991238E2;1,092226887E1;3,998097420E0;2,400000000E1
3,515139642E3;5,355570198E1;-6,693257400E0;1,459659979E3;1,516498901E3;1,040999985E2;2,063000031E2;4,048083463E2;1,158393383E1;4,205999851E0;2,400000000E1
3,516139642E3;5,355481476E1;-6,693966980E0;1,457358759E3;1,514197021E3;1,056900024E2;2,051999969E2;4,049180554E2;1,229741955E1;4,431406975E0;2,100000000E1
3,517139642E3;5,355391258E1;-6,694639320E0;1,456217616E3;1,513055176E3;1,066299973E2;2,033000031E2;4,050330271E2;1,278266239E1;4,619894028E0;2,200000000E1
3,518139642E3;5,355295074E1;-6,695277980E0;1,451759919E3;1,508596680E3;1,088399963E2;2,015000000E2;4,051418139E2;1,268770123E1;4,746415138E0;2,100000000E1
3,519139642E3;5,355202626E1;-6,695816870E0;1,450552361E3;1,507388306E3;1,087399979E2;1,991000061E2;4,052529240E2;1,272129345E1;4,816266060E0;2,000000000E1
3,520139642E3;5,355106725E1;-6,696289300E0;1,447732463E3;1,504567505E3;1,093099976E2;1,971999969E2;4,053601634E2;1,316491222E1;5,161587715E0;1,800000000E1
3,521139642E3;5,355013298E1;-6,696692070E0;1,447696026E3;1,504530151E3;1,089199982E2;1,951000061E2;4,054699647E2;1,303619576E1;5,433253288E0;1,800000000E1
3,522139642E3;5,354917044E1;-6,697063160E0;1,445753028E3;1,502586182E3;1,090000000E2;1,931000061E2;4,055741556E2;1,358660698E1;5,802077293E0;1,800000000E1
3,523139642E3;5,354824042E1;-6,697255460E0;1,442650681E3;1,499482788E3;1,077200012E2;1,906000061E2;4,056760649E2;1,405842590E1;6,185132980E0;1,700000000E1
3,524139642E3;5,354732527E1;-6,697338920E0;1,441100752E3;1,497931763E3;1,063399963E2;1,880000000E2;4,057853566E2;1,415583801E1;6,400778294E0;2,000000000E1
3,525139642E3;5,354634309E1;-6,697401480E0;1,435695087E3;1,492524902E3;1,073099976E2;1,855000000E2;4,058901698E2;1,417500973E1;6,573124886E0;2,100000000E1
3,526139642E3;5,354540195E1;-6,697490000E0;1,432906297E3;1,489734985E3;1,065999985E2;1,836000061E2;4,059936067E2;1,494097996E1;7,027255535E0;2,000000000E1
3,527139642E3;5,354447292E1;-6,697410500E0;1,428866378E3;1,485693848E3;1,061600037E2;1,811000061E2;4,060984888E2;1,560368061E1;7,332118034E0;2,000000000E1
3,528139642E3;5,354354556E1;-6,697120560E0;1,427003960E3;1,483830078E3;1,055899963E2;1,768000031E2;4,062043532E2;1,370718288E1;6,964220524E0;2,000000000E1
3,529139642E3;5,354260078E1;-6,696922780E0;1,423673976E3;1,480498779E3;1,059899979E2;1,745000000E2;4,063153631E2;1,339512253E1;6,613071918E0;2,000000000E1
3,530139642E3;5,354161299E1;-6,696679220E0;1,419440510E3;1,476263916E3;1,075199966E2;1,725000000E2;4,064209407E2;1,356202888E1;6,588238239E0;2,000000000E1
3,531139642E3;5,354068275E1;-6,696359180E0;1,417517691E3;1,474339722E3;1,071699982E2;1,701999969E2;4,065236023E2;1,377774811E1;6,498323917E0;2,200000000E1
3,532139642E3;5,353978939E1;-6,695967000E0;1,413341697E3;1,470162354E3;1,052099991E2;1,678000031E2;4,066262154E2;1,351364994E1;6,635539055E0;2,300000000E1
3,533139642E3;5,353890521E1;-6,695522340E0;1,412228225E3;1,469047485E3;1,045899963E2;1,653999939E2;4,067299521E2;1,394691086E1;6,881307125E0;2,300000000E1
3,534139642E3;5,353801585E1;-6,695048210E0;1,409843660E3;1,466661499E3;1,044199982E2;1,631000061E2;4,068339364E2;1,446684647E1;7,094094753E0;2,300000000E1
3,535139642E3;5,353714717E1;-6,694465540E0;1,408887117E3;1,465703491E3;1,042900009E2;1,606000061E2;4,069393029E2;1,486343670E1;7,252195358E0;2,300000000E1
3,536139642E3;5,353626377E1;-6,693888710E0;1,406606980E3;1,463421875E3;1,045699997E2;1,583000031E2;4,070446540E2;1,556523228E1;7,407986164E0;2,300000000E1
3,537139642E3;5,353541160E1;-6,693191980E0;1,405383156E3;1,462196533E3;1,047600021E2;1,558999939E2;4,071512679E2;1,651801109E1;7,778575897E0;2,200000000E1
3,538139642E3;5,353457782E1;-6,692395440E0;1,403764962E3;1,460576782E3;1,052799988E2;1,533000031E2;4,072623726E2;1,770137024E1;8,055825233E0;2,200000000E1
3,539139642E3;5,353372864E1;-6,691509470E0;1,401075800E3;1,457885986E3;1,069599991E2;1,506999969E2;4,073703282E2;1,675174904E1;8,008525848E0;2,100000000E1
3,540139642E3;5,353291423E1;-6,690620250E0;1,399470947E3;1,456279541E3;1,071699982E2;1,483999939E2;4,074708781E2;1,709460258E1;8,009107590E0;2,100000000E1
3,541139642E3;5,353220295E1;-6,689680800E0;1,398661406E3;1,455468506E3;1,056600037E2;1,460000000E2;4,075721439E2;1,637372971E1;7,876892090E0;2,100000000E1
3,542139642E3;5,353149645E1;-6,688713950E0;1,398649362E3;1,455454956E3;1,047600021E2;1,438000031E2;4,076778370E2;1,672489166E1;7,766947269E0;2,100000000E1
3,543139642E3;5,353076320E1;-6,687696350E0;1,397663385E3;1,454467407E3;1,054300003E2;1,421999969E2;4,077821268E2;1,574655533E1;7,664109707E0;2,000000000E1
3,544139642E3;5,353003573E1;-6,686700400E0;1,395874775E3;1,452677246E3;1,050899963E2;1,411000061E2;4,078931974E2;1,520409584E1;7,469024181E0;2,000000000E1
3,545139642E3;5,352927328E1;-6,685614740E0;1,393044273E3;1,449845093E3;1,054300003E2;1,398999939E2;4,079963461E2;1,470956612E1;7,293311119E0;2,100000000E1
3,546139642E3;5,352857877E1;-6,684580180E0;1,392222076E3;1,449021362E3;1,046299973E2;1,391999969E2;4,080965251E2;1,475264549E1;7,121800423E0;2,000000000E1
3,547139642E3;5,352807806E1;-6,683320170E0;1,380923706E3;1,437721558E3;1,025100021E2;1,358000031E2;4,081966714E2;1,308210945E1;6,601327896E0;1,900000000E1
3,548139642E3;5,352746448E1;-6,682211050E0;1,373738539E3;1,430534912E3;1,024499969E2;1,346999969E2;4,082991360E2;1,276951313E1;6,400867462E0;1,900000000E1
